h0,h1,h2
-0.0882784128,0.114166543,-0.0602818057
0.0543630868,-0.00375143159,-0.0736217797
0.182634667,0.171745718,-0.065581724
0.242986217,0.145285055,-0.00734414719
-0.0688264221,0.0844068229,-0.0252935085
0.137979299,0.115168385,-0.0174989086
0.00018643029,-0.0143167991,-0.028110154
-0.166849568,-0.348646939,-0.169931501
-0.0397574529,-0.0111233247,-0.0843791515
0.0802880153,0.105944596,0.0340988897
-0.0905453563,0.0323369503,-0.0597237311
0.0292690042,0.179249749,-0.0318859555
0.0547255315,-0.0561799705,-0.113011062
0.0576245002,-0.0222427025,-0.103339382
0.227144927,-0.166969597,-0.0292768553
0.0942469388,-0.108095989,0.110335872
-0.0276556369,0.222439587,-0.211828873
